SerialNo,Tdate,Scope,ItemNo,ItemName,ValMax,ValBig,ValAvg,ValLow,ValMin,IndustryType1,IndustryType2,IndustryType3
20210118003054,2019/12,S,707,带息负债比率（％）,13.8,21.6,26.4,53.7,73.2,机械工业,0111,"C332,C333,C334,C336,C337,C338,C339,C341,C342,C343,C344,C345,C346,C347,C348,C349,C351,C352,C353,C354,C355,C356,C357,C358,C359,C361,C362,C363,C364,C365,C366,C371,C372,C373,C374,C375,C376,C377,C379,C381,C382,C383,C384,C385,C386,C387,C389,C34-C38,C40,C43"
20210118011934,2019/12,A,6024,销售（营业）增长率（％）,20.1,15.6,10.4,4.8,-1.2,地方农林牧渔业,20,null
20210118006727,2019/12,M,BC-LJ,两金占流动资产比重（％）,25.3,32.5,43,52.8,56.5,其他工业,0116,null
20210118002500,2019/12,A,JY-TIR,技术投入比率（％）,2.3,2,1.8,1.6,1.4,纺织工业,0109,C17
20210118009427,2019/12,M,JY-CPAR,资本保值增值率（％）,108.4,104.1,101.6,95.2,90,住宿和餐饮业,06,H61
20210118005481,2019/12,S,6016,销售（营业）利润率（％）,14.7,11.6,8.2,3,-5.8,电力生产业,011301,D441
20210118004705,2019/12,A,ZW-CLR,或有负债比率（％）,0.1,1.8,3.5,8,14.6,仪器仪表及文化办公用制造业,011106,null
20210118000801,2019/12,A,650,应收账款周转率（次）,22.4,18.4,12.3,8.2,4.8,冶金工业,0103,"B08,B0911,B0912,B0913,B0914,B0915,B0916,B0917,B0919,B0921,B0922,B0929,B0931,B0932,B0939,C31,C32"
20210118003001,2019/12,L,BC-EBITDAR,EBITDA率（％）,22.7,15.6,9,1.7,-2.6,机械工业,0111,"C332,C333,C334,C336,C337,C338,C339,C341,C342,C343,C344,C345,C346,C347,C348,C349,C351,C352,C353,C354,C355,C356,C357,C358,C359,C361,C362,C363,C364,C365,C366,C371,C372,C373,C374,C375,C376,C377,C379,C381,C382,C383,C384,C385,C386,C387,C389,C34-C38,C40,C43"
20210118005330,2019/12,M,717,现金流动负债比率（％）,29.8,22.3,16.6,4.1,-13.6,电力热力燃气工业,0113,D44
20210118005053,2019/12,S,YL-SCPM,盈余现金保障倍数,2.5,1.5,0.7,-1.7,-3.9,电子工业,0112,C39
20210118010575,2019/12,A,6007,已获利息倍数,9.9,8.4,5.5,1.9,0.1,产权交易服务业,0809,null
20210118010589,2019/12,A,BC-RC,成本费用占营业总收入比重（％）,57.9,69.3,86.3,98.8,107.6,产权交易服务业,0809,null
20210118009569,2019/12,M,BC-CAR,资本积累率（％）,25.6,13.3,2.6,-5.9,-14.2,住宿业,0601,H61
20210118005283,2019/12,L,6016,销售（营业）利润率（％）,11.6,8.7,5.5,1.7,-5.3,电力热力燃气工业,0113,D44
20210118004833,2019/12,A,6007,已获利息倍数,3.6,3,1.8,1.1,0.3,通用仪器仪表制造业,01110601,C401
20210118010938,2019/12,A,6007,已获利息倍数,5.7,4.2,2.4,0.9,-3.1,农业,1001,A01
20210118000126,2019/12,S,652,存货周转率（次）,17.2,9.4,1.9,0.9,0.5,全国国有企业,00,null
20210118000021,2019/12,A,6024,销售（营业）增长率（％）,19,12.1,6.9,-6.3,-18.2,全国国有企业,00,null
20210118004904,2019/12,A,JY,四、经营增长状况,,,,,,文化办公用机械制造业,01110603,
20210118010263,2019/12,M,YL,一、盈利能力状况,,,,,,大旅游,0804,
20210118010398,2019/12,A,6016,销售（营业）利润率（％）,17,12.9,7.8,2.2,-4.5,经营性投资公司,080502,null
20210118009863,2019/12,M,BC-RC,成本费用占营业总收入比重（％）,53.4,69.9,86.7,100.4,107.4,房地产开发业,0701,K7010
20210118005269,2019/12,A,JY-CPAR,资本保值增值率（％）,109.9,107.2,105.2,101.5,94.8,电力热力燃气工业,0113,D44
20210118000084,2019/12,M,707,带息负债比率（％）,24.7,35.9,49.9,73.7,84.9,全国国有企业,00,null
20210118011478,2019/12,A,652,存货周转率（次）,6.5,4.6,2.9,1.6,0.6,地方医药工业,1208,null
20210118010317,2019/12,S,6024,销售（营业）增长率（％）,25.3,9.6,2.9,-2.2,-10.6,大旅游,0804,L727
20210118001160,2019/12,S,640,成本费用利润率（％）,11.2,9.5,7,4.7,-5.8,建材工业,0104,"B109,B101,C30,C331,C335"
20210118007855,2019/12,L,648,净资产收益率（％）,9.9,8.4,4.2,1.1,-7.3,水上运输业,0304,G55
20210118005763,2019/12,S,6024,销售（营业）增长率（％）,12.3,7.1,1.7,-11.7,-20,水力发电业,01130102,D4412
20210118006712,2019/12,M,ZW,三、债务风险状况,,,,,,其他工业,0116,
20210118004491,2019/12,S,6016,销售（营业）利润率（％）,21.5,12.9,5.1,0.6,-2.4,电气机械及器材制造业,011105,C38
20210118002667,2019/12,A,652,存货周转率（次）,6.7,4.1,3.3,2.5,2,毛纺织业,010902,C172
20210118001728,2019/12,M,ZC-RRCA,资产现金回收率（％）,19.7,12.3,4.1,-0.1,-6.9,基础化学原料制造业,010501,C261
20210118008146,2019/12,S,BC-LJ,两金占流动资产比重（％）,8,10.9,16,20.7,32,机场,030501,G5631
20210118007140,2019/12,S,ZC-RRCA,资产现金回收率（％）,9.7,3.9,0.7,-1.9,-7.2,房屋建筑业,020101,E47
20210118008210,2019/12,L,BC,五、补充资料,,,,,,仓储业,0306,
20210118003169,2019/12,L,648,净资产收益率（％）,13.7,9.2,5.3,-2,-9.9,通用设备制造业,011102,C34
20210118009115,2019/12,A,ZC,二、资产质量状况,,,,,,汽车、摩托车、燃料及零配件专门零售,050203,
20210118004141,2019/12,A,602,速动比率（％）,146.4,120.4,83.4,61.1,29.9,汽车整车制造业,0111040201,null
20210118011584,2019/12,A,648,净资产收益率（％）,12.7,8.3,4.8,1.5,-7.7,地方电力热力燃气工业,1211,null
20210118002638,2019/12,A,BC-EBITDAR,EBITDA率（％）,21,13,5.3,-2.4,-10,棉化纤纺织业,010901,null
20210118001842,2019/12,A,652,存货周转率（次）,11.4,9.9,6.5,5.1,2.9,日用和化学产品制造业,010503,null
20210118002888,2019/12,A,717,现金流动负债比率（％）,20.1,10.8,3.8,-2.9,-9.5,化学药品制造业,011001,C2710
20210118000912,2019/12,S,6024,销售（营业）增长率（％）,15.9,11.5,2.6,-8.5,-17.5,冶金工业,0103,"B08,B0911,B0912,B0913,B0914,B0915,B0916,B0917,B0919,B0921,B0922,B0929,B0931,B0932,B0939,C31,C32"
20210118009935,2019/12,A,703,总资产报酬率（％）,9.6,6.5,2.7,0.1,-4.4,社会服务业,08,L
20210118006394,2019/12,A,JY-TIR,技术投入比率（％）,1.7,1.6,1.5,1.4,1.3,制茶业,01150203,C1530
20210118004210,2019/12,A,ZW-CLR,或有负债比率（％）,0.4,0.6,5.3,13.8,23.1,摩托车制造业,01110403,C375
20210118004887,2019/12,A,6016,销售（营业）利润率（％）,18.4,12.5,3.4,-3.5,-11.7,文化办公用机械制造业,01110603,null
20210118005344,2019/12,M,BC-EBITDAR,EBITDA率（％）,27.3,20.3,14.4,3,-1.3,电力热力燃气工业,0113,D44
20210118011217,2019/12,A,BC-EVAR,经济增加值率（％）,8,3.7,0.9,-4.3,-9.6,地方工业,12,null
20210118003695,2019/12,A,BC-CAR,资本积累率（％）,34.3,21.4,7.4,-7.2,-12.3,化工木材非金属加工设备制造业,01110302,null
20210118002454,2019/12,A,ZC-RRCA,资产现金回收率（％）,28.6,22.6,16.7,13.2,11.5,卷烟制造业,010801,C162
20210118007998,2019/12,A,ZC-RRCA,资产现金回收率（％）,12.6,6.9,3.5,1.1,-4.6,航空运输业,0305,G56
20210118010476,2019/12,A,6007,已获利息倍数,6.1,4.3,2.2,-0.1,-2,地质勘查业,0806,M747
20210118003942,2019/12,S,6007,已获利息倍数,5,3.5,2.7,0.1,-2.9,交通运输设备制造业,011104,C36
20210118003949,2019/12,S,JY-CPAR,资本保值增值率（％）,109.6,106.6,102.8,99,90.9,交通运输设备制造业,011104,C36
20210118011508,2019/12,A,697,总资产增长率（％）,16.5,11,8.1,4.2,1.4,地方机械工业,1209,null
20210118006403,2019/12,A,648,净资产收益率（％）,12.2,6.8,2.8,-5.6,-10.8,纺织服装服饰业,011503,null
20210118002105,2019/12,S,BC,五、补充资料,,,,,,森林工业,0106,
20210118009405,2019/12,M,YL,一、盈利能力状况,,,,,,住宿和餐饮业,06,
20210118004947,2019/12,A,BC-EVAR,经济增加值率（％）,8.9,5,2.6,-3.2,-11.3,钟表制造业,01110604,C4030
20210118008492,2019/12,A,658,流动资产周转率（次）,5,2.9,1.8,1.5,1,批发和零售贸易业,05,F51
20210118008663,2019/12,L,717,现金流动负债比率（％）,24.6,14.6,3.7,-9.4,-16.5,商业贸易,0501,"F512,F513,F514,F515,F522,F523,F524,F525,F528,F529"
20210118001649,2019/12,S,BC-CAR,资本积累率（％）,44.6,19.6,5.6,-6.4,-21.1,化学工业,0105,B1020
20210118008123,2019/12,S,640,成本费用利润率（％）,10.6,5.6,1,-7.5,-11.3,机场,030501,G5631
20210118000779,2019/12,S,JY,四、经营增长状况,,,,,,石油加工及炼焦业,010202,
20210118001159,2019/12,S,YL-SCPM,盈余现金保障倍数,4,1.9,1.2,-0.4,-1.5,建材工业,0104,"B109,B101,C30,C331,C335"
20210118004274,2019/12,A,717,现金流动负债比率（％）,17.7,11.2,5.8,-0.5,-7.6,船舶制造业,01110405,C373
20210118004510,2019/12,S,JY-CPAR,资本保值增值率（％）,112.6,106.3,103.4,97.7,90.8,电气机械及器材制造业,011105,C38
20210118009765,2019/12,S,BC-EVAR,经济增加值率（％）,8.6,2.8,-0.8,-3.3,-9,房地产业,07,K70
20210118005026,2019/12,M,ZC-NPAR,不良资产比率（％）,0.8,3,5.4,8.5,15.8,电子工业,0112,C39
20210118001971,2019/12,A,697,总资产增长率（％）,20.5,14.1,5.3,-6.8,-13.7,农药制造业,010507,C263
20210118009817,2019/12,L,602,速动比率（％）,106.7,86.3,63.4,45.4,31.7,房地产开发业,0701,K7010
20210118008631,2019/12,A,707,带息负债比率（％）,15.2,25.3,25.9,48.1,63.7,商业贸易,0501,"F512,F513,F514,F515,F522,F523,F524,F525,F528,F529"
20210118002749,2019/12,A,ZC-NPAR,不良资产比率（％）,1,1.5,2,4,9.6,医药工业,0110,C27
20210118010318,2019/12,S,JY-CPAR,资本保值增值率（％）,112.3,109.1,103.7,97,93.9,大旅游,0804,L727
20210118008354,2019/12,M,640,成本费用利润率（％）,18.6,12.7,5.8,-0.7,-8.7,信息技术服务业,04,I63
20210118009340,2019/12,A,648,净资产收益率（％）,10.6,6.3,3,-2.1,-7.7,住宿和餐饮业,06,H61
20210118009065,2019/12,A,6025,销售（营业）利润增长率（％）,13.8,8.3,4.3,-7.7,-14,矿产品、建材及化工产品批发,050201,null
20210118004474,2019/12,M,ZW-CLR,或有负债比率（％）,3.2,4,8.8,17.2,26.6,电气机械及器材制造业,011105,C38
20210118001081,2019/12,A,JY-TIR,技术投入比率（％）,2.1,1.9,1.6,1.2,0.7,建材工业,0104,"B109,B101,C30,C331,C335"
20210118002231,2019/12,S,JY,四、经营增长状况,,,,,,食品工业,0107,
20210118007633,2019/12,M,ZC-NPAR,不良资产比率（％）,0.3,0.5,1.1,4,16.2,道路运输业,0302,G54
20210118000014,2019/12,A,612,资产负债率（％）,48.6,53.6,63.6,73.6,88.6,全国国有企业,00,null
20210118005407,2019/12,A,BC-LJ,两金占流动资产比重（％）,15,30.3,38.1,44.5,57.8,电力生产业,011301,D441
20210118007207,2019/12,A,ZW,三、债务风险状况,,,,,,建筑安装业,0202,
20210118005087,2019/12,A,640,成本费用利润率（％）,11.6,9.2,4.8,-2.9,-11.5,通信设备制造业,011201,C392
20210118011635,2019/12,A,ZW-CLR,或有负债比率（％）,0.1,2.3,4.5,11.5,25,地方水生产与供应业,1212,null
20210118009719,2019/12,M,717,现金流动负债比率（％）,20.6,12.5,4.5,-1.9,-8.8,房地产业,07,K70
20210118008633,2019/12,A,JY,四、经营增长状况,,,,,,商业贸易,0501,
20210118006632,2019/12,A,BC-CAR,资本积累率（％）,29.2,20.2,8.3,-6.7,-18.6,工艺品及其他制造业,011509,null
20210118002682,2019/12,A,650,应收账款周转率（次）,15.8,12.2,8.9,5.6,4.6,麻纺织业,010903,C173
20210118003497,2019/12,M,BC-CAR,资本积累率（％）,41.9,25.5,9.5,-2.6,-13.9,专用设备制造业,011103,C35
20210118002030,2019/12,L,717,现金流动负债比率（％）,8.9,3.5,-2.5,-4,-8.5,森林工业,0106,C20
20210118004337,2019/12,M,612,资产负债率（％）,48.6,53.6,58.6,68.6,83.6,船舶制造业,01110405,C373
20210118006012,2019/12,A,YL-ROC,资本收益率（％）,13,8.2,4.4,-5.8,-13.4,轻工业,0115,null
20210118004655,2019/12,A,703,总资产报酬率（％）,10.1,6.7,4.1,1.3,0.7,照明器具制造业,01110505,C387
20210118002370,2019/12,L,652,存货周转率（次）,17.2,15.7,14.9,14.6,13.8,烟草工业,0108,C16
20210118002941,2019/12,A,YL-SCPM,盈余现金保障倍数,5,1.9,1,-0.9,-2.3,机械工业,0111,"C332,C333,C334,C336,C337,C338,C339,C341,C342,C343,C344,C345,C346,C347,C348,C349,C351,C352,C353,C354,C355,C356,C357,C358,C359,C361,C362,C363,C364,C365,C366,C371,C372,C373,C374,C375,C376,C377,C379,C381,C382,C383,C384,C385,C386,C387,C389,C34-C38,C40,C43"
20210118010463,2019/12,A,703,总资产报酬率（％）,8.8,6.3,2.3,0.6,-2.2,地质勘查业,0806,M747
20210118010780,2019/12,A,JY-CPAR,资本保值增值率（％）,106.2,104.4,102.2,96.6,92.1,文化艺术业,0903,R87
20210118000661,2019/12,A,648,净资产收益率（％）,12.6,9.4,5,-3.4,-8.1,石油加工及炼焦业,010202,C25
20210118005479,2019/12,S,648,净资产收益率（％）,8.9,7.4,5.5,1.2,-7.3,电力生产业,011301,D441
20210118002873,2019/12,A,703,总资产报酬率（％）,14,9.1,5.8,0.7,-4.7,化学药品制造业,011001,C2710
20210118006050,2019/12,L,658,流动资产周转率（次）,1.9,1.4,1.1,0.6,0.3,轻工业,0115,null
20210118010122,2019/12,A,697,总资产增长率（％）,25.6,17.1,9.6,-2.6,-11.2,公共设施管理业,0802,N78
20210118011506,2019/12,A,JY-CPAR,资本保值增值率（％）,115.6,110.2,106.6,102.3,94.5,地方机械工业,1209,null
20210118001451,2019/12,A,BC-CAR,资本积累率（％）,14.6,11.8,4.8,-2.1,-11.3,平板玻璃制品业,010405,C3041
20210118000387,2019/12,S,697,总资产增长率（％）,15.9,10.8,5.1,-5.8,-16.9,煤炭工业,0101,B06
20210118001440,2019/12,A,6024,销售（营业）增长率（％）,23.1,14,3.6,-8.7,-17,平板玻璃制品业,010405,C3041
20210118006398,2019/12,A,BC-RC,成本费用占营业总收入比重（％）,86.1,90.9,93.6,99.9,113.1,制茶业,01150203,C1530
20210118006979,2019/12,M,602,速动比率（％）,117.8,103.4,86.5,70.3,53.6,房屋和土木工程建筑业,0201,null
20210118001751,2019/12,S,703,总资产报酬率（％）,7.1,3.8,1.2,-3.7,-9.3,基础化学原料制造业,010501,C261
20210118009592,2019/12,S,JY-CPAR,资本保值增值率（％）,107.2,103.3,100.5,93.3,89.4,住宿业,0601,H61
20210118002064,2019/12,M,707,带息负债比率（％）,39.8,52.3,62.6,75.7,83.4,森林工业,0106,C20
20210118005739,2019/12,M,BC-EVAR,经济增加值率（％）,7.9,5.3,3.4,-1.1,-4.2,水力发电业,01130102,D4412
20210118007550,2019/12,A,BC,五、补充资料,,,,,,地方铁路,030101,
20210118004446,2019/12,L,697,总资产增长率（％）,11.8,9.5,5.5,-0.3,-8.6,电气机械及器材制造业,011105,C38
20210118006022,2019/12,A,602,速动比率（％）,147.9,117.6,81.1,55.1,38.8,轻工业,0115,null
20210118001431,2019/12,A,ZC-RRCA,资产现金回收率（％）,9.1,5.6,1.2,-4,-7.9,平板玻璃制品业,010405,C3041
20210118006988,2019/12,M,JY-TIR,技术投入比率（％）,0.5,0.4,0.3,0.2,0.1,房屋和土木工程建筑业,0201,null
20210118011789,2019/12,A,662,总资产周转率（次）,1.1,0.7,0.4,0.3,0,地方住宿和餐饮业,16,null
20210118008873,2019/12,A,BC-RC,成本费用占营业总收入比重（％）,94.5,95.7,97.1,97.7,98.5,医药及医疗器材批发与零售,050104,F515
20210118007817,2019/12,A,BC-RC,成本费用占营业总收入比重（％）,91,98,106,113,118.7,轨道交通业,030302,G5412
20210118000399,2019/12,A,6016,销售（营业）利润率（％）,8.9,6.7,4,0.8,-3.2,石油石化工业,0102,B07
20210118010682,2019/12,A,6025,销售（营业）利润增长率（％）,25.1,19.9,4.7,-8.2,-13.9,传播与文化业,09,R85
20210118000810,2019/12,A,707,带息负债比率（％）,32.3,42.8,57,67.6,77.6,冶金工业,0103,"B08,B0911,B0912,B0913,B0914,B0915,B0916,B0917,B0919,B0921,B0922,B0929,B0931,B0932,B0939,C31,C32"
20210118001101,2019/12,L,ZC-RRCA,资产现金回收率（％）,12.5,9.3,3.8,-0.2,-2.1,建材工业,0104,"B109,B101,C30,C331,C335"
20210118005965,2019/12,A,JY-TIR,技术投入比率（％）,0.6,0.5,0.4,0.3,0.1,燃气生产和供应业,011304,D45
20210118008549,2019/12,M,703,总资产报酬率（％）,7.3,5.1,3.4,-0.2,-2.7,批发和零售贸易业,05,F51
20210118003910,2019/12,M,602,速动比率（％）,155.6,121.1,88.3,66.3,55,交通运输设备制造业,011104,C36
20210118009826,2019/12,L,JY-TIR,技术投入比率（％）,0.7,0.5,0.3,0.2,0.1,房地产开发业,0701,K7010
20210118002683,2019/12,A,ZC-NPAR,不良资产比率（％）,0.1,2.4,4.8,7.8,11.5,麻纺织业,010903,C173
20210118011238,2019/12,A,707,带息负债比率（％）,31.4,38.4,46.8,56.9,67,地方煤炭工业,1201,null
20210118003051,2019/12,S,6007,已获利息倍数,3.5,3.3,2.3,0.5,-4.6,机械工业,0111,"C332,C333,C334,C336,C337,C338,C339,C341,C342,C343,C344,C345,C346,C347,C348,C349,C351,C352,C353,C354,C355,C356,C357,C358,C359,C361,C362,C363,C364,C365,C366,C371,C372,C373,C374,C375,C376,C377,C379,C381,C382,C383,C384,C385,C386,C387,C389,C34-C38,C40,C43"
20210118011611,2019/12,A,BC-LJ,两金占流动资产比重（％）,1.9,11.7,21.7,29.6,38.4,地方电力热力燃气工业,1211,null
20210118003134,2019/12,A,BC-CAR,资本积累率（％）,21.1,13.2,9.1,1.7,-5.8,金属工具制造业,01110101,C332
20210118002917,2019/12,A,ZW,三、债务风险状况,,,,,,中药材及中成药加工业,011002,
20210118002209,2019/12,M,BC-EBITDAR,EBITDA率（％）,24.5,17.4,7.4,3.3,-3.2,食品工业,0107,C13
20210118008111,2019/12,M,BC,五、补充资料,,,,,,机场,030501,
20210118002177,2019/12,L,BC-CAR,资本积累率（％）,39.4,23.9,7.2,-2,-27.2,食品工业,0107,C13
20210118010224,2019/12,A,652,存货周转率（次）,11.5,7.3,4.3,2.1,0.8,大旅游,0804,L727
20210118009132,2019/12,A,697,总资产增长率（％）,16.8,13.5,6.9,-15.6,-25.9,汽车、摩托车、燃料及零配件专门零售,050203,F526
20210118006493,2019/12,A,JY-TIR,技术投入比率（％）,3.3,3,2.8,2.6,2.3,家具制造业,011505,C21
20210118010921,2019/12,S,BC-EBITDAR,EBITDA率（％）,18.6,10.6,5.9,-3,-13.6,农林牧渔业,10,A01
20210118010649,2019/12,A,6025,销售（营业）利润增长率（％）,17.3,11.5,1.1,-8.5,-19.7,汽车修理与维护服务业,0811,O8011
20210118011459,2019/12,A,662,总资产周转率（次）,1.1,0.9,0.7,0.4,0.3,地方医药工业,1208,null
20210118009461,2019/12,S,6025,销售（营业）利润增长率（％）,15.7,7.7,1.3,-12.4,-22.2,住宿和餐饮业,06,H61
20210118011606,2019/12,A,6025,销售（营业）利润增长率（％）,12.4,6.5,2.1,-4.9,-11.5,地方电力热力燃气工业,1211,null
20210118003297,2019/12,A,BC-EVAR,经济增加值率（％）,14.1,8.8,3.6,-6.5,-13.6,锅炉及原动机制造业,01110201,C341
20210118000903,2019/12,S,ZC-RRCA,资产现金回收率（％）,5.4,2.6,1,-0.4,-9.8,冶金工业,0103,"B08,B0911,B0912,B0913,B0914,B0915,B0916,B0917,B0919,B0921,B0922,B0929,B0931,B0932,B0939,C31,C32"
20210118004356,2019/12,S,YL,一、盈利能力状况,,,,,,船舶制造业,01110405,
20210118003366,2019/12,A,YL,一、盈利能力状况,,,,,,轴承制造业,01110204,
20210118008928,2019/12,A,707,带息负债比率（％）,22.1,31.8,32.9,45.1,61.8,物资贸易,0502,F516
20210118006201,2019/12,A,BC-EVAR,经济增加值率（％）,11.7,8.5,5.4,1.7,-4.3,酒和饮料制造业,011502,C15
20210118004538,2019/12,A,717,现金流动负债比率（％）,18.7,13.2,3.5,-7.7,-12.9,电机制造业,01110501,C381
20210118001643,2019/12,S,BC,五、补充资料,,,,,,化学工业,0105,
20210118000171,2019/12,L,YL-ROC,资本收益率（％）,15.9,12,7.8,2.2,-5.7,工业,01,B
20210118009679,2019/12,L,ZC-NPAR,不良资产比率（％）,0.1,0.8,1.5,4,10,房地产业,07,K70
20210118006575,2019/12,A,662,总资产周转率（次）,1.8,1.3,0.8,0.6,0.3,文教体育用品制造业,011508,C24
20210118001593,2019/12,M,650,应收账款周转率（次）,18.4,14.2,10.6,6.8,3.9,化学工业,0105,B1020
20210118006153,2019/12,A,6007,已获利息倍数,6.9,4.8,3.4,2,-0.8,采盐业,011501,B103
20210118000196,2019/12,L,BC-EBITDAR,EBITDA率（％）,26.8,17.3,8.5,1.8,-3.4,工业,01,B
20210118000807,2019/12,A,6007,已获利息倍数,5,2.5,1.9,1.2,-1.2,冶金工业,0103,"B08,B0911,B0912,B0913,B0914,B0915,B0916,B0917,B0919,B0921,B0922,B0929,B0931,B0932,B0939,C31,C32"
20210118011341,2019/12,A,JY-CPAR,资本保值增值率（％）,112.3,107.2,103.2,97.2,90.5,地方化学工业,1204,null
20210118002828,2019/12,M,6025,销售（营业）利润增长率（％）,20.5,13.3,6,-1.7,-6.2,医药工业,0110,C27
20210118007420,2019/12,L,BC-LJ,两金占流动资产比重（％）,16.8,20.2,38.6,54.5,67.9,交通运输仓储及邮政业,03,G53
20210118008691,2019/12,M,ZC-RRCA,资产现金回收率（％）,19.4,11.5,4.9,-1.7,-6.5,商业贸易,0501,"F512,F513,F514,F515,F522,F523,F524,F525,F528,F529"
20210118004639,2019/12,A,ZW-CLR,或有负债比率（％）,34.5,35.4,39.8,48.6,57.6,家用电器制造业,01110504,C385
20210118009452,2019/12,S,612,资产负债率（％）,53.6,58.6,63.6,73.6,88.6,住宿和餐饮业,06,H61
20210118000480,2019/12,M,707,带息负债比率（％）,18.1,28.9,38.7,52.3,60.5,石油石化工业,0102,B07
20210118000411,2019/12,A,6007,已获利息倍数,7.6,5.7,3.5,0.4,-2.6,石油石化工业,0102,B07
20210118010030,2019/12,M,BC-EBITDAR,EBITDA率（％）,47.9,32.4,11.1,1.6,-1.2,社会服务业,08,L
20210118001571,2019/12,L,JY,四、经营增长状况,,,,,,化学工业,0105,
20210118007241,2019/12,L,612,资产负债率（％）,69.2,74.8,81.3,92.1,97.1,建筑安装业,0202,E49
20210118004633,2019/12,A,ZW,三、债务风险状况,,,,,,家用电器制造业,01110504,
20210118007174,2019/12,A,ZW,三、债务风险状况,,,,,,土木工程建筑业,020102,
20210118001201,2019/12,A,ZW,三、债务风险状况,,,,,,建筑用矿石采选业,010401,
20210118010958,2019/12,L,703,总资产报酬率（％）,7.3,6.1,2.9,-0.7,-4,农业,1001,A01
20210118000046,2019/12,L,ZW,三、债务风险状况,,,,,,全国国有企业,00,
20210118000529,2019/12,A,648,净资产收益率（％）,9.4,6.4,2.4,-4.4,-11.9,天然原油和天然气开采业,010201,B07
20210118002456,2019/12,A,612,资产负债率（％）,48.6,53.6,58.6,68.6,83.6,卷烟制造业,010801,C162
20210118005150,2019/12,A,703,总资产报酬率（％）,7.1,3.2,2.3,-1.5,-3.4,电子计算机制造业,011203,C391
20210118008982,2019/12,M,YL-ROC,资本收益率（％）,16.2,10.9,6.8,-2.9,-13.2,物资贸易,0502,F516
20210118002629,2019/12,A,JY-CPAR,资本保值增值率（％）,108.9,105.6,102.1,95.9,91.8,棉化纤纺织业,010901,null
20210118000725,2019/12,L,BC-CAR,资本积累率（％）,32.2,24.4,8.1,-0.4,-8.6,石油加工及炼焦业,010202,C25
20210118009152,2019/12,A,658,流动资产周转率（次）,2.5,1.7,1.2,0.9,0.5,粮食业,0503,F511
20210118006064,2019/12,L,JY-TIR,技术投入比率（％）,2.9,2.8,2.7,2,1.8,轻工业,0115,null
20210118005456,2019/12,M,658,流动资产周转率（次）,3.4,2.2,1.1,0.2,0.1,电力生产业,011301,D441
20210118000362,2019/12,M,BC-CAR,资本积累率（％）,32.7,23.9,7.3,-1.4,-35.1,煤炭工业,0101,B06
20210118011521,2019/12,A,YL-SCPM,盈余现金保障倍数,5.5,2.3,1.3,0.7,-2,地方汽车制造业,120901,null
20210118005102,2019/12,A,JY,四、经营增长状况,,,,,,通信设备制造业,011201,
20210118004186,2019/12,A,BC-LJ,两金占流动资产比重（％）,18.3,28.8,38.7,47.8,53.6,汽车零部件及配件制造业,0111040202,null
20210118001231,2019/12,A,ZC-NPAR,不良资产比率（％）,0.1,0.8,1.6,8.3,20.7,水泥制造业,010402,C301
20210118010998,2019/12,M,650,应收账款周转率（次）,32.1,18.4,6.5,3.8,2,农业,1001,A01
20210118000485,2019/12,M,6025,销售（营业）利润增长率（％）,12.8,9.2,0.8,-7.6,-14.1,石油石化工业,0102,B07
20210118007030,2019/12,A,648,净资产收益率（％）,14.2,8.8,5.6,2.8,1.1,房屋建筑业,020101,E47
20210118002383,2019/12,M,ZC,二、资产质量状况,,,,,,烟草工业,0108,
20210118008230,2019/12,M,ZW,三、债务风险状况,,,,,,仓储业,0306,
20210118006204,2019/12,L,YL,一、盈利能力状况,,,,,,酒和饮料制造业,011502,
20210118003283,2019/12,A,602,速动比率（％）,136.1,112.5,87.3,66.1,49.3,锅炉及原动机制造业,01110201,C341
20210118000709,2019/12,L,602,速动比率（％）,146.1,115.9,64.3,45.3,36,石油加工及炼焦业,010202,C25
20210118000649,2019/12,S,JY-CPAR,资本保值增值率（％）,108.5,105.5,102.6,94.5,87.8,天然原油和天然气开采业,010201,B07
20210118002874,2019/12,A,6016,销售（营业）利润率（％）,21.8,15,7.6,-0.7,-12.1,化学药品制造业,011001,C2710
20210118006755,2019/12,S,6025,销售（营业）利润增长率（％）,22.3,11.1,4.5,-3.3,-11.6,其他工业,0116,null
20210118007482,2019/12,S,697,总资产增长率（％）,12.2,10.7,4.4,-7.3,-15.3,交通运输仓储及邮政业,03,G53
20210118005631,2019/12,S,6024,销售（营业）增长率（％）,12.2,6,-0.2,-11.6,-23.3,火力发电业,01130101,D4411
20210118001609,2019/12,M,JY-TIR,技术投入比率（％）,2.9,2.6,1.7,1.1,0.3,化学工业,0105,B1020
20210118006323,2019/12,A,JY,四、经营增长状况,,,,,,白酒制造业,01150201,
20210118003985,2019/12,A,JY-TIR,技术投入比率（％）,4.3,3.7,2.4,1.8,1.1,铁路运输设备制造业,01110401,C371
20210118001118,2019/12,L,BC-RC,成本费用占营业总收入比重（％）,77.9,82.1,89.4,95.4,101.5,建材工业,0104,"B109,B101,C30,C331,C335"
20210118003981,2019/12,A,6024,销售（营业）增长率（％）,8.7,6,4.1,2.7,-0.7,铁路运输设备制造业,01110401,C371
20210118010314,2019/12,S,707,带息负债比率（％）,24.6,30.8,37.4,49.1,52.9,大旅游,0804,L727
20210118008501,2019/12,A,JY,四、经营增长状况,,,,,,批发和零售贸易业,05,
